,mu1,mu2,mu3,sigma1,sigma2,sigma3,pi1,pi2,pi3
237,0.013462234,0.008096993,-0.0002803076,0.074661136,0.029972613,0.009894013,0.0015741917,0.12704922,0.8713766
238,0.01498555,0.0048478246,-0.0022169221,0.07269436,0.02887863,0.009408534,0.001469173,0.12430539,0.8742254
239,0.012774441,0.007328987,-0.0008336771,0.07339609,0.02928865,0.009602189,0.0015118672,0.125521,0.8729671
240,0.012633,0.005904138,-0.0017290581,0.07226139,0.028666139,0.009341717,0.0014559323,0.12408191,0.8744622
241,0.01563831,0.0021501184,-0.0037662257,0.07121849,0.02806902,0.009066939,0.0013961795,0.12233608,0.8762678
242,0.0127067305,0.005587399,-0.0017804969,0.07218188,0.028639197,0.00932616,0.0014532374,0.12400255,0.8745442
243,0.012444023,0.0053812265,-0.0019366015,0.072092354,0.0285815,0.009312749,0.0014497904,0.12392682,0.87462336
244,0.012976009,0.0060916543,-0.0013580788,0.07359767,0.029377878,0.009669602,0.0015245236,0.12583339,0.8726421
245,0.017443586,0.0037785769,-0.0024268497,0.07501143,0.03007859,0.009952366,0.0015815469,0.1270265,0.87139195
246,0.016370956,0.004857123,-0.001801597,0.07475108,0.029979944,0.009896934,0.0015720092,0.12684143,0.8715866
247,0.0153336115,0.0052102804,-0.0017630924,0.073846936,0.029509246,0.009685934,0.0015280822,0.12579381,0.8726781
248,0.016143862,0.00493443,-0.0019858945,0.07384431,0.029494584,0.009667635,0.0015237477,0.12564293,0.8728333
249,0.013646144,0.0061613917,-0.0014582742,0.0727281,0.028933346,0.00943017,0.0014756145,0.124537185,0.8739872
250,0.013580833,0.0053993464,-0.0020025242,0.07193422,0.028496802,0.009244561,0.0014360322,0.12350497,0.875059
251,0.013323132,0.0064453483,-0.0013750065,0.07284403,0.028982341,0.009462655,0.0014818832,0.124721944,0.8737961
252,0.013177697,0.0055588484,-0.0019394029,0.07212305,0.028588414,0.009298742,0.0014468167,0.123813875,0.8747393
253,0.014195416,0.0035891533,-0.003035592,0.07123804,0.028101563,0.009084284,0.0014010422,0.12254023,0.87605876
254,0.0130865015,0.0035389662,-0.003074931,0.070438445,0.02769947,0.008915484,0.0013669726,0.12166628,0.8769668
255,0.011260275,0.0065939426,-0.0012783278,0.072248876,0.0286839,0.009362757,0.0014613373,0.12429118,0.87424743
256,0.014278937,0.0049476624,-0.002020644,0.07350385,0.02930212,0.009629786,0.0015147652,0.12551855,0.87296677
257,0.0143565275,0.005532801,-0.0015293825,0.07432181,0.029753089,0.009828627,0.001557515,0.12659134,0.87185115
258,0.015172202,0.006071508,-0.0011219848,0.075614214,0.030443251,0.010130763,0.0016218148,0.12812924,0.8702489
259,0.01654305,0.004973352,-0.001696514,0.07549548,0.030365288,0.010081589,0.0016105245,0.12778084,0.87060857
260,0.015608821,0.00597924,-0.0011679996,0.07542497,0.03035152,0.010071278,0.0016097396,0.12780876,0.8705815
261,0.013249446,0.008060098,-0.00010548718,0.07551509,0.030430555,0.010122418,0.0016224796,0.12824425,0.8701333
262,0.015240122,0.006377518,-0.0010183323,0.07559186,0.030430138,0.010117292,0.0016191193,0.1280612,0.8703196
263,0.013099585,0.008885682,0.00042243116,0.07653308,0.030976236,0.010379195,0.0016776307,0.12957779,0.86874455
264,0.014488567,0.007934749,-7.0082024e-05,0.07712966,0.031264484,0.010513306,0.0017046451,0.13014135,0.868154
265,0.014292989,0.007114172,-0.00048475154,0.07645124,0.030899227,0.010355949,0.0016704127,0.12934451,0.86898506
266,0.013712171,0.00813365,0.00016917102,0.077421844,0.031436026,0.010610402,0.0017260383,0.1306793,0.86759466
267,0.016833697,0.0057584643,-0.0010130871,0.07785761,0.031626582,0.01067996,0.0017384341,0.1307968,0.8674648
268,0.0151802935,0.007782817,0.00020624511,0.0785017,0.032025337,0.010864258,0.0017814115,0.13186356,0.866355
269,0.016880412,0.00762105,0.00016595237,0.07976842,0.03269255,0.011156738,0.0018444798,0.13317989,0.86497563
270,0.016516078,0.008703142,0.00080115907,0.08038473,0.03304887,0.011314988,0.0018807395,0.13399298,0.8641263
271,0.01983108,0.0051620603,-0.0012178291,0.07893431,0.032201648,0.010890901,0.0017842769,0.13167457,0.86654115
272,0.018591587,0.0062256455,-0.00074158795,0.07794517,0.031705856,0.010644197,0.0017331643,0.13057078,0.86769605
273,0.01590966,0.0071388483,-0.0005677808,0.07575935,0.030554116,0.010128915,0.0016238119,0.12813023,0.87024593
274,0.015417997,0.0064966083,-0.0011812318,0.074216664,0.029712975,0.009755015,0.0015436216,0.12618235,0.87227404
275,0.010510523,0.009664118,0.00036318414,0.073406994,0.029334962,0.00962472,0.0015190226,0.12581965,0.87266135
276,0.014034662,0.0049111247,-0.002357291,0.07209355,0.028549552,0.009279549,0.0014417318,0.12363897,0.8749193
277,0.013164286,0.0054661036,-0.001930939,0.07218832,0.028623462,0.009318292,0.001450861,0.12392251,0.87462664
278,0.014533002,0.0030642748,-0.0033114422,0.07118428,0.028065383,0.009070754,0.0013977287,0.122433625,0.87616867
279,0.015260253,0.0020221472,-0.0038476456,0.070663035,0.027792096,0.008941114,0.001370932,0.1216639,0.8769652
280,0.010822613,0.0055470467,-0.0019536484,0.07058573,0.027818084,0.008975804,0.0013814686,0.12217428,0.8764442
281,0.011621658,0.0070350766,-0.0009766687,0.07317251,0.029166043,0.009579539,0.0015064323,0.12544216,0.8730514
282,0.014543373,0.006165564,-0.0011745561,0.07515949,0.030191481,0.010028422,0.0015996452,0.12762715,0.87077326
283,0.017439384,0.00416559,-0.0021329392,0.07551885,0.030356169,0.0100777745,0.0016085593,0.1276892,0.8707022
284,0.015570585,0.0064558387,-0.0008616913,0.07593942,0.030631661,0.010197878,0.001637088,0.12847361,0.8698893
285,0.012125779,0.008045018,-0.00018750317,0.07476735,0.030035853,0.009958923,0.0015877265,0.1274539,0.8709584
286,0.014359314,0.0068757534,-0.00074778683,0.07583231,0.030561805,0.01019454,0.0016356314,0.12850814,0.86985624
287,0.014300633,0.0070945024,-0.0004891623,0.076247275,0.030795455,0.010303199,0.0016594422,0.12908219,0.8692584
288,0.013817091,0.008672357,0.00049562566,0.077800155,0.031648517,0.010699034,0.0017459313,0.13113296,0.86712116
289,0.018632118,0.005811274,-0.00093643554,0.079018414,0.03224069,0.010936081,0.0017937515,0.13195904,0.8662472
290,0.019005332,0.004256904,-0.001851188,0.07701999,0.031171143,0.010424197,0.0016831948,0.12938745,0.8689293
291,0.014932577,0.0066352487,-0.0007731188,0.07535696,0.030342042,0.010060787,0.0016089161,0.12781918,0.8705719
292,0.012970958,0.00844115,8.667819e-05,0.07545936,0.030410051,0.010108769,0.0016201419,0.12820078,0.87017906
293,0.017667744,0.0054468513,-0.0014862288,0.07625008,0.030757368,0.010237575,0.0016436928,0.12852553,0.8698308
294,0.014400575,0.0081038475,-6.8055466e-05,0.07588798,0.030626178,0.0101879835,0.0016366491,0.12852722,0.8698361
295,0.013442162,0.007381499,-0.0006717909,0.07445598,0.029845774,0.009854376,0.0015646468,0.12681665,0.8716187
296,0.010768194,0.009306014,0.00036068074,0.074739754,0.030022442,0.009966314,0.0015896884,0.12758051,0.8708298
297,0.014007155,0.006030977,-0.0013487805,0.07489663,0.030039132,0.009975374,0.001587599,0.12736155,0.87105083
298,0.01828057,0.0011249185,-0.0038892496,0.07355261,0.029276311,0.009603202,0.0015060104,0.12508634,0.87340766
299,0.014665831,0.0056140423,-0.0013136733,0.07461804,0.029936671,0.009896457,0.0015730957,0.12695539,0.8714715
300,0.01392797,0.008256853,0.00011040084,0.07666856,0.031045198,0.0104010105,0.0016819298,0.12962958,0.8686884
301,0.014741365,0.007765949,-0.00013111718,0.07699156,0.031198919,0.0104727745,0.0016963488,0.12992962,0.86837405
302,0.018181566,0.0038242936,-0.0022832025,0.07563543,0.030416429,0.010093749,0.0016118624,0.12772833,0.8706598
303,0.018310133,0.00482136,-0.0016927589,0.07596171,0.030620754,0.010157943,0.00162748,0.12809506,0.87027746
304,0.016154934,0.005936384,-0.0013528932,0.0745005,0.02986598,0.009818494,0.0015569414,0.12647445,0.87196857
305,0.015183587,0.005624175,-0.0018120278,0.072891474,0.029003978,0.009439051,0.0014768664,0.124489024,0.8740341
306,0.012471054,0.005261004,-0.0023051966,0.07022965,0.027615368,0.008851707,0.001355765,0.12138649,0.87725776
307,0.01360986,0.0031077266,-0.00359671,0.069135725,0.027011096,0.0085911155,0.0013008472,0.11979189,0.87890726
308,0.011019919,0.0066634417,-0.001553582,0.07062036,0.027830362,0.008961558,0.001378952,0.12210156,0.8765195
309,0.014374349,0.0027368069,-0.003784107,0.06986296,0.027364552,0.008753598,0.0013325703,0.12065253,0.8780149
310,0.0128172375,0.0024361014,-0.00397818,0.06849182,0.026676476,0.008464038,0.001274785,0.11908315,0.87964207
311,0.0128447,0.0014330745,-0.004584359,0.06772214,0.026272416,0.008293331,0.0012399821,0.118063815,0.8806962
312,0.013963897,0.001717329,-0.004280852,0.06876427,0.026810527,0.008513927,0.0012844243,0.119301744,0.87941384
313,0.011942778,0.0048816204,-0.0024438966,0.07014042,0.027567983,0.008848906,0.0013548419,0.121387996,0.8772572
314,0.011114482,0.0064288974,-0.0015545357,0.07135111,0.028205752,0.009143531,0.0014157527,0.12309231,0.8754919
315,0.0141915865,0.004503846,-0.0024417508,0.07234788,0.028685808,0.009347022,0.0014555879,0.12399425,0.87455016
316,0.014948446,0.0035750866,-0.002866434,0.07213247,0.028571665,0.009289801,0.0014434858,0.12363405,0.87492245
